year,tourney_name,spectators
2020,W25 Perth,6303
2020,Newport Beach,6255
2020,Parma CH,6186
2020,Pau CH,6165
2020,Dubai,6141
2020,Ann Arbor CH,5846
2020,W15 Manacor,5807
2020,Quimper CH,5790
2020,Koblenz  CH,5441
2020,Bergamo CH,5338
2020,W25 Potchefstroom,5239
2020,Newport Beach CH,5083
2020,Trieste CH,4851
2020,Indian Wells 125K,4638
2020,Dallas CH,4577
2020,Barcelona CH,4510
2020,Split CH,4324
2020,Hamburg CH,4302
2020,Montpellier,4212
2020,W15 Las Palmas de Gran Canaria,4111
2020,W15 Varna,4107
2020,W25 Mildura,4096
2020,W25 Kazan,4030
2020,Monterrey,3991
2020,W60+H Saint-Malo,3969
2020,W100 Midland MI,3898
2020,W25 Porto,3885
2020,Prostejov CH,3882
2020,W25 Frydek Mistek,3881
2020,Kitzbuhel,3824
2020,Hobart,3779
2020,Palermo,3773
2020,Biella CH,3772
2020,Ismaning CH,3759
2020,Rennes CH,3756
2020,W25 Olimpia,3756
2020,Istanbul,3698
2020,Marseille,3665
2020,W25 Reims,3663
2020,Hamburg,3658
2020,W60 Burnie,3630
2020,W25 Prerov,3618
2020,Cordoba,3610
2020,Cologne 1,3596
2020,W15 Kazan,3595
2020,W25 Moscow,3593
2020,Brisbane,3592
2020,Linz,3582
2020,Nur-Sultan CH,3578
2020,W25 Marbella,3570
2020,W25 Launceston,3563
2020,W15 Saint Palais sur Mer,3526
2020,W80 Cagnes-sur-Mer,3523
2020,Lyon,3487
2020,W25+H Irapuato,3486
2020,W15 Haabneeme,3475
2020,W25 Canberra (Bendigo),3473
2020,W100 Charleston SC,3466
2020,W80 Macon GA,3458
2020,Lexington,3447
2020,W25 Petit-Bourg (Guadeloupe),3446
2020,Rotterdam,3412
2020,W15 Pazardzhik,3403
2020,Aix En Provence CH,3380
2020,W25 Jodhpur,3357
2020,W15 Castellon,3331
2020,W15 Hamilton,3330
2020,Alicante CH,3312
2020,W25 Selva Gardena,3312
2020,W25 Macon,3300
2020,W25 Vero Beach FL,3299
2020,W15 Otocec,3293
2020,W25 Altenkirchen,3292
2020,Delray Beach,3292
2020,W15 Liepaja,3287
2020,W15 Trieste,3279
2020,New York,3255
2020,W60 Andrezieux-Boutheon,3248
2020,W60 Kyoto,3228
2020,W25+H Figueira Da Foz,3212
2020,Ostrava,3190
2020,Cary CH,3177
2020,W15 Madrid,3169
2020,Rio De Janeiro,3161
2020,W25 Tarvisio,3159
2020,W80 Tyler TX,3158
2020,W25 Malibu CA,3153
2020,Iasi CH,3121
2020,Bratislava CH,3118
2020,W15 Platja D'Aro,3095
2020,W60 Cairo,3085
2020,St Petersburg,3078
2020,Strasbourg,3057
2020,Guayaquil CH,3045
2020,Pune,3041
2020,W25 Glasgow,3029
2020,W25 Montemor-O-Novo,3012
2020,W15 Oeiras,3004
2020,Sofia,2999
2020,W15 Melilla,2988
2020,W100+H Dubai,2981
2020,Sao Paulo CH,2976
2020,Todi CH,2963
2020,Sardinia,2955
2020,Orlando CH,2943
2020,Vienna,2930
2020,Santiago,2917
2020,W25 Istanbul,2908
2020,W25 Rancho Santa Fe CA,2903
2020,Atp Cup,2880
2020,Cologne 2,2843
2020,W15 Porto,2838
2020,W15 Stuttgart-Stammheim,2817
2020,W100 Nicholasville KY,2807
2020,W25 Cairo,2794
2020,W15 Ortisei,2790
2020,W25 Prague,2783
2020,W25 Hong Kong,2741
2020,Cordenons CH,2679
2020,W15 Funchal,2649
2020,W15+H Amiens,2646
2020,Eckental CH,2644
2020,Nur-Sultan,2639
2020,Forli CH,2639
2020,Maia CH,2637
2020,Shenzhen,2623
2020,Lisbon CH,2623
2020,W15 Fort-de-France (Martinique),2622
2020,St. Petersburg,2596
2020,Lima CH,2549
2020,W25 Las Vegas NV,2467
2020,W25 Las Palmas de Gran Canaria,2427
2020,W25 Grado,2425
2020,Sibiu CH,2410
2020,Istanbul CH,2397
2020,W15 Santarem,2378
2020,W25 Zagreb,2346
2020,W25 Daytona Beach FL,2332
2020,W25 Grenoble,2325
2020,W15 Cordenons,2318
2020,W25 Orlando FL,2312
2020,W100 Cairo,2287
2020,W25 Antalya,2265
2020,Hua Hin,2245
2020,Ostrava CH,2223
2020,W25 Cherbourg-en-Cotentin,2197
2020,W25 Sunderland,2170
2020,Marbella CH,2078
2020,Buenos Aires,2042
2020,Campinas CH,2042
2020,Antwerp,1988
2020,Potchefstroom CH,1867
2020,W15 Alkmaar,1850
2020,W15 Palmanova,1752
2020,Ortisei CH,1562
2020,W25 Yokohama,1425
2020,Tour Finals,931
2020,Davis Cup QLS R1: AUS vs BRA,644
2020,Davis Cup WG1 PO: BIH vs RSA,563
2020,Davis Cup WG1 PO: UKR vs TPE,560
2020,Davis Cup QLS R1: GER vs BLR,549
2020,Davis Cup QLS R1: CRO vs IND,503
2020,Davis Cup WG2 PO: ESA vs JAM,484
2020,Davis Cup WG2 PO: INA vs KEN,479
2020,Davis Cup WG2 PO: SYR vs ZIM,475
2020,Davis Cup WG1 PO: MEX vs FIN,473
2020,Davis Cup WG1 PO: PER vs SUI,460
2020,Davis Cup WG2 PO: MAR vs VIE,458
2020,Davis Cup WG1 PO: BOL vs DOM,447
2020,Fed Cup QLS R1: SUI vs CAN,441
2020,Davis Cup WG2 PO: DEN vs PUR,431
2020,Fed Cup QLS R1: GBR vs SVK,431
2020,Davis Cup WG1 PO: PAK vs SLO,417
2020,Fed Cup QLS R1: ROU vs RUS,415
2020,Davis Cup QLS R1: USA vs UZB,412
2020,Davis Cup WG1 PO: NOR vs BAR,410
2020,Davis Cup WG2 PO: POL vs HKG,406
2020,Davis Cup QLS R1: AUT vs URU,399
2020,Davis Cup WG2 PO: GEO vs EST,398
2020,Davis Cup WG1 PO: VEN vs NZL,396
2020,Davis Cup QLS R1: KAZ vs NED,395
2020,Davis Cup QLS R1: BEL vs HUN,376
2020,Davis Cup WG2 PO: PHI vs GRE,375
2020,Fed Cup QLS R1: ESP vs JPN,374
2020,Davis Cup WG2 PO: LAT vs EGY,373
2020,Fed Cup QLS R1: GER vs BRA,373
2020,Davis Cup WG2 PO: CRC vs BUL,365
2020,Davis Cup QLS R1: SWE vs CHI,359
2020,Davis Cup QLS R1: ARG vs COL,350
2020,Davis Cup WG1 PO: LBN vs THA,347
2020,Davis Cup WG1 PO: LTU vs POR,341
2020,Davis Cup WG1 PO: TUR vs ISR,340
2020,Fed Cup QLS R1: USA vs LAT,334
2020,Fed Cup QLS R1: BEL vs KAZ,334
2020,Davis Cup QLS R1: JPN vs ECU,326
2020,Davis Cup WG2 PO: GUA vs TUN,323
2020,Fed Cup QLS R1: BLR vs NED,314
2020,Fed Cup G1 RR: SRB vs LUX,288
2020,Fed Cup G2 RR: GEO vs MDA,284
2020,Fed Cup G1 RR: CRO vs BUL,284
2020,Fed Cup G2 PM: GUM vs MGL,282
2020,Fed Cup G1 RR: IND vs KOR,278
2020,Fed Cup G1 PPO: POL vs SWE,277
2020,Fed Cup G2 PPO: GEO vs FIN,276
2020,Fed Cup G1 RR: TPE vs KOR,267
2020,Fed Cup G1 RR: SRB vs SWE,262
2020,Fed Cup G1 RR: IND vs UZB,261
2020,Fed Cup G1 RR: CHI vs MEX,253
2020,Fed Cup G1 REL: BUL vs GRE,246
2020,Fed Cup G2 PPO: NZL vs PHI,245
2020,Fed Cup G1 RR: TPE vs UZB,245
2020,Fed Cup G2 RR: THA vs PHI,245
2020,Fed Cup G1 RR: INA vs KOR,242
2020,Fed Cup G1 RR: SWE vs LUX,235
2020,Fed Cup G1 RR: INA vs UZB,234
2020,Fed Cup G2 RR: NZL vs MGL,234
2020,Fed Cup G1 RR: EST vs GRE,232
2020,Fed Cup G2 RR: THA vs GUM,230
2020,Fed Cup G1 RR: COL vs VEN,228
2020,Fed Cup G1 RR: PAR vs COL,228
2020,Fed Cup G2 RR: THA vs TKM,227
2020,Davis Cup QLS R1: CZE vs SVK,227
2020,Fed Cup G1 PPO: UKR vs EST,226
2020,Fed Cup G1 REL: LUX vs TUR,226
2020,Fed Cup G2 RR: ISR vs MDA,226
2020,Fed Cup G1 RR: ITA vs EST,224
2020,Fed Cup G2 RR: SGP vs PAK,223
2020,Fed Cup G2 RR: DEN vs FIN,220
2020,Fed Cup G1 RR: ARG vs CHI,210
2020,Fed Cup G1 RR: CHI vs PER,209
2020,Fed Cup G2 RR: NZL vs PAK,208
2020,Fed Cup G2 PPO: DEN vs TUN,208
2020,Fed Cup G1 RR: CHN vs UZB,206
2020,Fed Cup G1 RR: ITA vs GRE,205
2020,Fed Cup G1 PPO: ARG vs COL,204
2020,Fed Cup G1 RR: PAR vs VEN,203
2020,Fed Cup G1 RR: EST vs AUT,201
2020,Fed Cup G2 RR: FIN vs EGY,198
2020,Fed Cup G2 RR: ISR vs GEO,198
2020,Fed Cup G1 PPO: SRB vs SLO,198
2020,Fed Cup G2 RR: PAK vs MGL,197
2020,Fed Cup G1 RR: CHN vs KOR,197
2020,Fed Cup G2 PM: THA vs PAK,197
2020,Fed Cup G1 REL: VEN vs CHI,195
2020,Fed Cup G1 RR: UKR vs CRO,195
2020,Fed Cup G2 RR: TKM vs GUM,194
2020,Fed Cup G1 RR: ARG vs MEX,193
2020,Fed Cup G2 RR: TUN vs GEO,192
2020,Fed Cup G2 RR: ISR vs TUN,189
2020,Fed Cup G2 RR: POR vs FIN,188
2020,Fed Cup G2 PM: SGP vs TKM,188
2020,Fed Cup G2 REL: ISR vs POR,186
2020,Fed Cup G2 RR: SGP vs MGL,185
2020,Fed Cup G1 RR: CHN vs IND,184
2020,Fed Cup G2 RR: DEN vs POR,183
2020,Fed Cup G2 RR: POR vs EGY,183
2020,Fed Cup G1 RR: TPE vs INA,183
2020,Fed Cup G1 RR: ARG vs PER,176
2020,Fed Cup G2 RR: DEN vs EGY,175
2020,Davis Cup WG2 PO: PAR vs SRI,173
2020,Fed Cup G2 RR: PHI vs GUM,173
2020,Fed Cup G1 PPO: CRO vs ITA,169
2020,Fed Cup G1 RR: POL vs TUR,168
2020,Fed Cup G1 RR: POL vs SLO,166
2020,Fed Cup G1 RR: ITA vs AUT,165
2020,Fed Cup G1 RR: IND vs INA,165
2020,Fed Cup G1 PPO: PAR vs MEX,164
2020,Fed Cup G1 RR: KOR vs UZB,159
2020,Fed Cup G1 RR: CHN vs INA,157
2020,Fed Cup G1 RR: CHN vs TPE,157
2020,Fed Cup G2 RR: SGP vs NZL,153
2020,Fed Cup G1 RR: AUT vs GRE,148
2020,Fed Cup G2 RR: TUN vs MDA,141
2020,Fed Cup G1 RR: TPE vs IND,137
2020,Fed Cup G1 RR: UKR vs BUL,136
2020,Fed Cup G1 RR: TUR vs SLO,130
2020,Fed Cup G1 RR: MEX vs PER,130
2020,Fed Cup G2 RR: PHI vs TKM,124
2020,Fed Cup G2 REL: EGY vs MDA,106
2021,W15 Monastir,95605
2021,W15 Antalya,83586
2021,W15 Cairo,35875
2021,W15 Sharm El Sheikh,30625
2021,W15 Shymkent,18470
2021,Roland Garros,15660
2021,Miami,14753
2021,Wimbledon,14566
2021,Australian Open,14059
2021,Dubai,14057
2021,Doha Aus Open Qualies,13108
2021,Dubai Aus Open Qualies,13108
2021,Miami Masters,11178
2021,W15 Manacor,11034
2021,W15 Heraklion,10708
2021,Tokyo Olympics,10566
2021,W25 Telavi,9727
2021,W25 Oeiras,9484
2021,W15 Bratislava,9391
2021,Prague CH,9334
2021,Cincinnati,8766
2021,Winston-Salem,8105
2021,Montreal,8077
2021,Great Ocean Road Open,7927
2021,Phillip Island Trophy,7543
2021,Rome,7490
2021,Rome Masters,7397
2021,Nottingham,7378
2021,W25 Santo Domingo,7298
2021,Stuttgart,7265
2021,Almaty CH,7190
2021,Eastbourne,7025
2021,W60 San Bartolome de Tirajana (Gran Canaria),7023
2021,Charleston 1,6793
2021,Madrid Masters,6712
2021,Parma,6695
2021,W25 Potchefstroom,6661
2021,Bastad,6647
2021,W15 Prokuplje,6612
2021,Belgrade,6418
2021,W25 Kazan,6287
2021,Lyon,6196
2021,Abu Dhabi,6175
2021,W25 Otocec,5913
2021,Madrid,5888
2021,Hamburg,5840
2021,W60 Bellinzona,5828
2021,Doha,5800
2021,Barcelona,5700
2021,Monte Carlo Masters,5697
2021,Washington,5621
2021,Gippsland Trophy,5529
2021,Canada Masters,5491
2021,Murray River Open,5286
2021,W25 Klosters,5249
2021,W15 Villena,4959
2021,W25 Moscow,4906
2021,W25 Salinas,4894
2021,W25 Madrid,4754
2021,W25 Pelham AL,4604
2021,Tallahassee CH,4599
2021,Yarra Valley Classic,4573
2021,W15 Frederiksberg,4567
2021,W60 Oeiras,4479
2021,Nur-Sultan 4 CH,4431
2021,W15 L'aquila,4393
2021,Halle,4362
2021,Lyon CH,4301
2021,W60+H La Bisbal D'Emporda,4290
2021,Prostejov CH,4245
2021,Antalya 1 CH,4209
2021,W60 Rome GA,4202
2021,W60 Amstelveen,4198
2021,W25 Altenkirchen,4195
2021,Lille CH,4156
2021,Guadalajara,4149
2021,W25 Wroclaw,4148
2021,W25 Liepaja,4130
2021,Rome 1 CH,4092
2021,Luedenscheid CH,4078
2021,Cleveland CH,4076
2021,W15 Chornomorsk,4063
2021,W15 Savitaipale,4059
2021,Atlanta,4047
2021,W25 Hamburg,4023
2021,W15 Alkmaar,3961
2021,W100+H Nottingham,3939
2021,Trieste CH,3936
2021,W25 Pescara,3927
2021,Acapulco,3921
2021,Biella 1 CH,3921
2021,W25 Kyiv,3917
2021,Concepcion CH,3910
2021,W60 Saint-Gaudens,3896
2021,Prague,3889
2021,W25 Grado,3865
2021,Saint-Malo,3854
2021,Warsaw CH,3839
2021,Verona CH,3835
2021,W60 Olomouc,3825
2021,Nottingham CH,3824
2021,W25 Grenoble,3812
2021,Mallorca,3738
2021,W25 Villa Maria,3721
2021,W60 Versmold,3717
2021,Cleveland,3716
2021,Kitzbuhel,3704
2021,W100 Contrexeville,3704
2021,W15 Almada,3703
2021,W25 Orlando FL,3701
2021,Cagliari,3691
2021,Salzburg CH,3683
2021,Cincinnati Masters,3680
2021,Gdynia,3671
2021,Las Palmas 2 CH,3654
2021,W25 Lisbon,3646
2021,W15 Tbilisi,3639
2021,W25 Platja D'Aro,3627
2021,W15 New Delhi,3613
2021,Antalya,3607
2021,W25 Braunschweig,3596
2021,W25 Denain,3567
2021,W100 Charleston SC,3546
2021,Aix-En-Provence CH,3531
2021,San Jose,3528
2021,Singapore,3524
2021,Ostrava CH,3519
2021,Tampere CH,3511
2021,Istanbul,3502
2021,W25 Almaty,3495
2021,W15 Knokke,3484
2021,St. Petersburg 1 CH,3476
2021,W15 Warmbad-Villach,3475
2021,Iasi CH,3471
2021,W25 Evansville IN,3465
2021,W25 Fujairah,3451
2021,Split 1 CH,3440
2021,Little Rock CH,3426
2021,Rome 2 CH,3421
2021,Adelaide,3420
2021,Nur-Sultan CH,3415
2021,W15 Bad Waltersdorf,3410
2021,W100 Bonita Springs FL,3395
2021,Santiago CH,3393
2021,Quimper 1 CH,3393
2021,W25 Les Contamines-Montjoie,3390
2021,Cherbourg CH,3385
2021,Segovia CH,3385
2021,W25 Jonkoping,3374
2021,W15 Jerusalem,3373
2021,W25 Torino,3372
2021,Barletta CH,3371
2021,Lausanne,3369
2021,W15 Sibenik,3357
2021,Geneva,3356
2021,W15+H Amiens,3355
2021,Biella 3 CH,3348
2021,San Marino CH,3346
2021,Umag,3330
2021,Perugia CH,3321
2021,W60 Charlottesville VA,3304
2021,W60 Vitoria-Gasteiz,3296
2021,Chicago,3292
2021,Meerbusch CH,3287
2021,Belgrade 2,3284
2021,Oeiras 1 CH,3283
2021,W15 Santa Margarita de Montbui,3273
2021,Bol,3261
2021,Antalya 2 CH,3257
2021,W15 Erwitte,3253
2021,Cordoba,3247
2021,Oeiras 4 CH,3241
2021,W15 Gonesse,3236
2021,W15 Sibenik (MOVED from Tucepi),3229
2021,W25+H Calvi,3205
2021,St. Petersburg,3205
2021,Belgrade 125K,3200
2021,Biella 6 CH,3189
2021,W25 Pune,3184
2021,Montpellier,3184
2021,Lugano CH,3178
2021,Salinas 1 CH,3172
2021,W25 Oldenzaal,3159
2021,St. Petersburg 2 CH,3158
2021,Newport,3158
2021,Monterrey,3134
2021,Potchefstroom 2 CH,3132
2021,Queen's Club,3129
2021,Porto CH,3124
2021,W25 Perigueux,3115
2021,W15 Banja Luka,3114
2021,Zadar CH,3113
2021,W60 Stare Splavy,3112
2021,W25 Dubai,3111
2021,W15 Moscow,3078
2021,Cary CH,3074
2021,Marbella CH,3073
2021,Bad Homburg,3066
2021,W15 Cordenons,3065
2021,Biella 5 CH,3052
2021,Bogota,3037
2021,Forli CH,3031
2021,W25+H Figueira Da Foz,3025
2021,W25 Manacor,3012
2021,Strasbourg,3012
2021,Chicago 125,3008
2021,W25 Tarvisio,3007
2021,Orlando 2 CH,3004
2021,W25 Prague,3003
2021,Biella 2 CH,2999
2021,W60 Andrezieux-Boutheon,2995
2021,W25 Ourense,2992
2021,Birmingham,2981
2021,Biella 7 CH,2963
2021,Amersfoort CH,2947
2021,Oeiras 3 CH,2934
2021,W25 Newport Beach CA,2920
2021,W15 Ramat Hasharon,2917
2021,W60 Grodzisk Mazowiecki,2889
2021,Nur-Sultan 1 CH,2888
2021,Charleston 2,2886
2021,W25 Sumter SC,2884
2021,Braunschweig CH,2881
2021,W25 Montemor-O-Novo,2877
2021,Cordenons CH,2876
2021,Oeiras 2 CH,2858
2021,Quimper 2 CH,2856
2021,Todi CH,2854
2021,W25 Palma del Rio,2818
2021,W25 Poitiers,2789
2021,W25 Nur-Sultan,2775
2021,W15 Vilnius,2768
2021,Poznan CH,2767
2021,W25 Cordoba,2760
2021,Charleston 125K,2751
2021,W25 Buenos Aires,2743
2021,Berlin,2723
2021,Gstaad,2720
2021,Istanbul CH,2705
2021,W60 Biarritz,2702
2021,Los Cabos,2698
2021,W25 Naples FL,2694
2021,Belgrade CH,2692
2021,Salinas 2 CH,2683
2021,W15 Vejle,2648
2021,Heilbronn CH,2605
2021,W25 Verbier,2600
2021,Bratislava CH,2578
2021,W25 Boca Raton FL,2571
2021,Liberec  CH,2527
2021,W25 Vrnjacka Banja,2521
2021,Munich,2518
2021,Zagreb CH,2499
2021,Marbella,2496
2021,Biella 4 CH,2482
2021,W100 Landisville PA (MOVED FROM 02 AUG),2479
2021,W25 Koksijde,2466
2021,Marseille,2455
2021,Nur-Sultan 2 CH,2430
2021,W15 Don Benito (Badajoz),2427
2021,Rotterdam,2393
2021,Buenos Aires,2392
2021,Nottingham 2 CH,2386
2021,W25 Radom,2372
2021,W25 Porto,2366
2021,W60 Montpellier,2351
2021,W60 Zagreb,2343
2021,Split 2 CH,2305
2021,Orlando CH,2296
2021,Santiago,2268
2021,W25 The Hague,2265
2021,Pozoblanco CH,2244
2021,Potchefstroom 1 CH,2180
2021,W60 Nur-Sultan,2123
2021,Concord,2110
2021,W15 Amarante,2091
2021,W60 Prerov,2061
2021,Budapest,2052
2021,W25 Bydgoszcz,2041
2021,Delray Beach,2028
2021,W60 Charleston SC,2014
2021,W25 Vigo,2001
2021,Grampians Trophy,1961
2021,Milan CH,1960
2021,W15 Le Havre,1936
2021,W15 Wanfercee-Baulet,1930
2021,W25 Parnu,1911
2021,Lexington CH,1907
2021,Palermo,1816
2021,Estoril,1751
2021,Cluj-Napoca,1731
2021,Las Palmas 1 CH,1698
2021,Atp Cup,1238
2021,BJK Cup Playoffs: CAN vs SRB,497
2021,BJK Cup Playoffs: KAZ vs ARG,434
2021,BJK Cup Playoffs: BRA vs POL,416
2021,BJK Cup Playoffs: ROU vs ITA,409
2021,BJK Cup Playoffs: JPN vs UKR,397
2021,BJK Cup Playoffs: LAT vs IND,396
2021,BJK Cup Playoffs: NED vs CHN,306
2021,BJK Cup Playoffs: GBR vs MEX,267
